id,round,opponent_team,was_home,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,yellow_cards,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,defensive_contribution,value,selected,transfers_in,transfers_out
28,5,4,False,90,2,0,0,0,3,0,7,0,0.00,0.00,0.00,2.65,0,50,524629,20981,53784
40,1,10,False,81,8,1,0,0,2,1,37,0,0.96,0.10,1.06,1.24,7,75,2178086,0,0
40,2,5,True,90,5,0,1,0,3,0,28,0,0.14,1.01,1.15,1.41,5,75,2607781,251851,71749
40,3,1,False,86,6,1,0,0,2,0,22,1,0.08,0.03,0.11,2.05,5,75,2472597,211550,321984
40,4,11,True,90,8,1,0,0,2,1,31,0,0.21,0.02,0.23,1.38,6,76,3834585,1168508,128570
40,5,4,False,90,2,0,0,0,3,0,17,0,0.33,0.07,0.40,2.65,8,77,4380885,697514,69384
101,1,10,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,3629,0,0
101,2,5,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,3715,214,691
101,3,1,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,3322,209,766
101,4,11,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,49,3001,145,589
101,5,4,False,90,2,0,0,0,3,0,16,0,0.00,0.08,0.08,2.65,10,49,2692,45,428
136,1,10,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,60,112037,0,0
136,2,5,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,60,96753,3136,22425
136,3,1,False,3,1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0,59,84671,7873,24376
136,4,11,True,12,1,0,0,0,0,0,4,0,0.00,0.06,0.06,0.54,1,59,82997,8018,13130
136,5,4,False,70,2,0,0,0,1,0,8,0,0.00,0.08,0.08,1.45,4,59,114052,34909,13973
140,1,10,False,90,2,0,0,0,2,0,6,0,0.00,0.01,0.01,1.33,0,50,207899,0,0
140,2,5,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,217448,8924,27191
140,3,1,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,49,130954,1923,84362
140,4,11,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,49,93763,0,44507
140,5,4,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,49,79688,0,15548
142,1,10,False,90,0,0,0,0,2,0,5,1,0.10,0.07,0.17,1.33,6,55,879361,0,0
142,2,5,True,22,1,0,0,0,1,0,-1,0,0.00,0.00,0.00,0.14,0,55,987947,62525,81318
142,3,1,False,90,1,0,0,0,2,0,9,0,0.07,0.05,0.12,2.05,3,55,810910,27039,211162
142,4,11,True,90,1,0,0,0,2,0,11,0,0.16,0.14,0.30,1.38,4,54,828525,60443,91377
142,5,4,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,54,704792,18198,138832
144,1,10,False,75,1,0,0,0,2,0,2,0,0.00,0.03,0.03,1.11,3,50,98423,0,0
144,2,5,True,90,1,0,0,0,3,0,-1,0,0.00,0.01,0.01,1.41,5,50,122291,13325,10947
144,3,1,False,30,1,0,0,0,0,0,4,0,0.04,0.01,0.05,0.14,2,50,116347,9926,21521
144,4,11,True,77,1,0,0,0,2,0,7,0,0.04,0.07,0.11,0.84,5,50,114930,7469,14124
144,5,4,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,107892,4607,13888
145,1,10,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,1057,0,0
145,2,5,True,67,0,0,0,0,2,0,-2,1,0.00,0.01,0.01,1.26,9,50,3489,813,261
145,3,1,False,90,3,0,0,0,2,0,16,0,0.00,0.04,0.04,2.05,17,50,7346,2579,1228
145,4,11,True,85,1,0,0,0,2,0,10,0,0.00,0.03,0.03,0.89,6,50,18473,9377,2003
145,5,4,False,70,4,0,0,0,1,0,11,0,0.00,0.00,0.00,1.45,15,50,18869,3337,3449
148,1,10,False,64,1,0,0,0,2,0,5,0,0.01,0.03,0.04,1.05,3,45,40724,0,0
148,2,5,True,90,4,0,1,0,3,0,12,0,0.00,0.06,0.06,1.41,6,45,47286,4358,4484
148,3,1,False,59,3,0,1,0,2,0,5,0,0.00,0.02,0.02,1.91,6,45,65104,22516,10427
148,4,11,True,45,0,0,0,0,2,0,-8,0,0.00,0.10,0.10,0.44,3,45,115190,58654,15691
148,5,4,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,93559,4867,21725
149,1,10,False,90,0,0,0,0,2,0,6,1,0.01,0.03,0.04,1.33,4,50,142918,0,0
149,2,5,True,71,1,0,0,0,2,0,2,0,0.00,0.00,0.00,1.31,9,50,150119,10571,17779
149,3,1,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,124492,7720,33598
149,4,11,True,90,1,0,0,0,2,0,8,0,0.00,0.01,0.01,1.38,6,49,112667,5362,22693
149,5,4,False,90,1,0,0,0,3,0,1,0,0.00,0.01,0.01,2.65,7,49,97080,2003,18955
151,1,10,False,90,3,0,0,0,2,0,13,0,0.00,0.01,0.01,1.33,15,45,24066,0,0
151,2,5,True,22,1,0,0,0,1,0,-1,0,0.00,0.00,0.00,0.14,3,45,37116,8065,3134
151,3,1,False,90,1,0,0,0,2,0,-3,0,0.00,0.01,0.01,2.05,1,45,38207,4792,6781
151,4,11,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,42181,6326,4610
151,5,4,False,19,0,0,0,0,2,0,-4,0,0.00,0.01,0.01,1.20,1,45,38029,1529,6034
154,1,10,False,82,13,1,1,0,2,3,60,0,0.28,0.19,0.47,1.24,9,95,919516,0,0
154,2,5,True,90,7,1,0,0,3,0,28,0,0.66,0.13,0.79,1.41,8,95,1644351,376872,31960
154,3,1,False,90,1,0,0,0,2,0,11,1,0.11,0.04,0.15,2.05,3,96,1912956,387902,192800
154,4,11,True,90,5,0,1,0,2,0,28,0,0.13,0.25,0.38,1.38,3,97,3081598,946062,103959
154,5,4,False,90,2,0,0,0,3,0,21,0,0.13,0.18,0.31,2.65,6,97,2932358,192540,166587
156,1,10,False,14,1,0,0,0,0,0,9,0,0.03,0.07,0.10,0.22,4,65,116795,0,0
156,2,5,True,67,7,1,0,0,2,0,32,0,0.41,0.33,0.74,1.26,4,65,117566,5635,23362
156,3,1,False,80,2,0,0,0,2,0,10,0,0.03,0.03,0.06,2.05,7,65,130367,21878,19579
156,4,11,True,85,2,0,0,0,2,0,17,0,0.05,0.10,0.15,0.89,7,65,156595,33627,16504
156,5,4,False,86,2,0,0,0,2,0,13,0,0.16,0.05,0.21,2.22,6,65,151580,15985,22206
157,1,10,False,7,1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.09,1,65,109575,0,0
157,2,5,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,65,111448,5564,23784
157,3,1,False,9,1,0,0,0,0,0,5,0,0.04,0.00,0.04,0.00,0,64,84845,3486,34752
157,4,11,True,4,1,0,0,0,0,0,6,0,0.03,0.07,0.10,0.49,1,64,79584,3867,14050
157,5,4,False,3,1,0,0,0,1,0,3,0,0.00,0.00,0.00,0.43,0,63,74742,2997,10149
159,1,10,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,55,347122,0,0
159,2,5,True,13,1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.07,0,55,282404,9481,98323
159,3,1,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,54,192746,3231,92151
159,4,11,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,54,149377,1342,50199
159,5,4,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,53,120861,584,31719
161,1,10,False,64,1,0,0,0,2,0,8,1,0.21,0.03,0.24,1.05,9,50,4654,0,0
161,2,5,True,67,7,1,0,0,2,0,32,0,0.54,0.00,0.54,1.26,7,50,6337,1173,919
161,3,1,False,59,1,0,0,0,2,0,7,0,0.00,0.01,0.01,1.91,6,50,20847,13724,3758
161,4,11,True,68,2,0,0,0,2,0,14,0,0.00,0.07,0.07,0.84,9,50,25157,7547,4020
161,5,4,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,24300,2931,4413
164,1,10,False,8,1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.09,1,55,3758,0,0
164,2,5,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,55,4061,231,820
164,3,1,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,54,3704,292,1196
164,4,11,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,54,3551,154,671
164,5,4,False,19,1,0,0,0,2,0,3,0,0.03,0.01,0.04,1.20,0,53,3422,155,533
165,1,10,False,90,11,1,1,0,2,2,45,0,0.63,0.06,0.69,1.33,3,75,5764207,0,0
165,2,5,True,90,9,1,1,0,3,2,44,0,1.23,0.04,1.27,1.41,3,76,6802308,405188,28165
165,3,1,False,90,1,0,0,0,2,0,8,1,0.02,0.05,0.07,2.05,1,77,7177659,446528,190771
165,4,11,True,90,12,1,1,0,2,3,44,0,0.29,0.04,0.33,1.38,2,77,7935710,401634,104757
165,5,4,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,78,7300631,261391,748803
200,1,10,False,90,6,0,1,0,2,0,25,0,0.00,0.20,0.20,1.33,12,60,792478,0,0
200,2,5,True,90,1,0,0,0,3,0,-3,0,0.02,0.00,0.02,1.41,9,60,946023,63522,44807
200,3,1,False,90,2,0,0,0,2,0,3,1,0.00,0.01,0.01,2.05,11,60,839049,32879,150210
200,4,11,True,4,1,0,0,0,0,0,4,0,0.00,0.00,0.00,0.49,3,60,865615,60756,79879
200,5,4,False,90,3,0,0,0,3,0,-1,0,0.13,0.01,0.14,2.65,12,60,749577,9497,120680
568,1,10,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,55,12041,0,0
568,2,5,True,8,1,0,0,0,1,0,1,0,0.04,0.00,0.04,0.07,1,55,13561,528,1661
568,3,1,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,55,13655,1055,2073
568,4,11,True,21,0,0,0,0,0,0,7,1,0.00,0.09,0.09,0.54,2,55,13757,863,1454
568,5,4,False,86,2,0,0,0,2,0,21,0,0.03,0.02,0.05,2.22,9,54,13260,477,1379
583,1,10,False,25,1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.28,1,50,17073,0,0
583,2,5,True,18,1,0,0,0,1,0,1,0,0.00,0.02,0.02,0.09,3,50,19574,1081,2558
583,3,1,False,30,1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.14,2,50,17402,664,4077
583,4,11,True,45,1,0,0,0,0,0,4,0,0.00,0.01,0.01,0.94,1,49,16748,686,2297
583,5,4,False,90,1,0,0,0,3,0,7,0,0.04,0.04,0.08,2.65,9,49,16124,529,1674
662,5,4,False,3,1,0,0,0,1,0,5,0,0.00,0.00,0.00,0.43,2,45,0,0,0
91,1,19,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,7000,0,0
91,2,11,True,12,1,0,0,0,1,0,-1,0,0.00,0.00,0.00,0.54,2,45,7757,574,971
91,3,15,False,90,3,0,0,0,1,0,3,1,0.11,0.00,0.11,2.12,13,45,7182,505,1316
91,4,5,True,90,2,0,0,0,5,0,-11,0,0.01,0.00,0.01,2.81,10,45,7467,688,770
91,5,18,False,90,8,0,0,1,0,0,24,0,0.00,0.00,0.00,1.10,19,45,7218,402,714
104,1,1,False,90,2,0,0,0,3,0,8,0,0.00,0.01,0.01,1.88,9,50,13188,0,0
104,2,11,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,16442,2456,1600
104,3,15,False,62,2,0,0,0,1,0,5,0,0.00,0.00,0.00,1.17,3,50,12452,379,4205
104,4,5,True,72,2,0,0,0,3,0,11,0,0.03,0.01,0.04,2.16,7,49,11832,629,1713
104,5,18,False,90,3,0,0,1,0,0,10,0,0.00,0.00,0.00,1.10,9,49,10664,346,1609
110,1,1,False,90,1,0,0,0,3,0,0,0,0.00,0.01,0.01,1.88,0,45,100521,0,0
110,2,11,True,90,2,0,0,0,1,0,10,0,0.00,0.00,0.00,0.72,0,45,122624,11931,4672
110,3,15,False,90,2,0,0,0,1,0,13,0,0.00,0.00,0.00,2.12,0,45,95482,2938,18953
110,4,5,True,90,0,0,0,0,5,0,-5,0,0.00,0.01,0.01,2.81,0,45,95177,5350,16687
110,5,18,False,90,11,0,1,1,0,2,38,0,0.00,0.00,0.00,1.10,0,45,84063,928,12852
173,1,1,False,90,3,0,0,0,3,0,11,0,0.02,0.01,0.03,1.88,10,40,721945,0,0
173,2,11,True,77,8,0,0,1,0,2,28,0,0.00,0.01,0.01,0.18,9,40,791028,38111,23890
173,3,15,False,90,4,0,0,0,1,0,19,0,0.22,0.17,0.39,2.12,12,40,883716,114108,69667
173,4,5,True,90,0,0,0,0,5,0,-17,0,0.19,0.07,0.26,2.81,8,40,1003377,154241,83266
173,5,18,False,90,9,0,0,1,0,1,37,0,0.06,0.04,0.10,1.10,13,40,932075,30974,76201
175,1,1,False,90,1,0,0,0,3,0,-8,0,0.00,0.01,0.01,1.88,7,40,1257228,0,0
175,2,11,True,90,2,0,0,0,1,0,15,0,0.00,0.19,0.19,0.72,2,40,1295672,34451,49858
175,3,15,False,90,3,0,0,0,1,0,5,1,0.00,0.06,0.06,2.12,11,40,1209039,41712,121967
175,4,5,True,90,0,0,0,0,5,0,-5,0,0.00,0.04,0.04,2.81,7,40,1124770,32583,138909
175,5,18,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,40,1016866,13159,113940
176,1,1,False,90,1,0,0,0,3,0,-4,0,0.00,0.02,0.02,1.88,6,40,73424,0,0
176,2,11,True,90,2,0,0,0,1,0,15,0,0.18,0.05,0.23,0.72,3,40,82832,3224,4054
176,3,15,False,84,2,0,0,0,1,0,10,0,0.00,0.08,0.08,2.12,7,40,79293,2664,7186
176,4,5,True,90,0,0,0,0,5,0,-7,0,0.00,0.33,0.33,2.81,3,40,77723,2492,4813
176,5,18,False,90,15,1,0,1,0,3,40,0,0.32,0.04,0.36,1.10,4,40,73323,903,4913
179,1,1,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,40,3977,0,0
179,2,11,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,40,3984,160,420
179,3,15,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,40,4150,319,480
179,4,5,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,40,4073,277,378
179,5,18,False,1,1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.02,2,40,3922,155,325
182,1,1,False,90,1,0,0,0,3,0,1,0,0.00,0.01,0.01,1.88,9,40,75420,0,0
182,2,11,True,90,1,0,0,0,1,0,4,1,0.02,0.04,0.06,0.72,4,40,84795,3328,4511
182,3,15,False,90,2,0,0,0,1,0,4,0,0.00,0.34,0.34,2.12,3,40,81029,3124,8077
182,4,5,True,90,0,0,0,0,5,0,-12,0,0.00,0.00,0.00,2.81,8,40,81299,3596,5631
182,5,18,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,40,71956,1397,8683
183,1,1,False,20,1,0,0,0,0,0,3,0,0.15,0.00,0.15,0.29,5,50,13002,0,0
183,2,11,True,70,3,0,0,1,0,0,12,0,0.06,0.09,0.15,0.02,6,50,14191,1250,1299
183,3,15,False,62,2,0,0,0,1,0,9,0,0.29,0.09,0.38,1.17,5,50,12234,706,2569
183,4,5,True,72,2,0,0,0,3,0,11,0,0.33,0.73,1.06,2.16,5,50,11698,965,1777
183,5,18,False,73,5,0,0,1,0,0,16,0,0.09,0.20,0.29,0.85,13,49,10665,549,1744
184,1,1,False,90,2,0,0,0,3,0,14,0,0.00,0.01,0.01,1.88,7,50,17412,0,0
184,2,11,True,90,2,0,0,0,1,0,14,0,0.01,0.04,0.05,0.72,10,50,20154,2290,1616
184,3,15,False,90,2,0,0,0,1,0,8,0,0.04,0.00,0.04,2.12,8,50,16127,481,3924
184,4,5,True,83,2,0,0,0,4,0,9,0,0.05,0.02,0.07,2.60,3,50,14585,532,2633
184,5,18,False,90,3,0,0,1,0,0,17,0,0.02,0.06,0.08,1.10,10,49,13370,594,2218
185,1,1,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,10294,0,0
185,2,11,True,31,1,0,0,0,1,0,8,0,0.02,0.02,0.04,0.69,4,50,9710,137,1455
185,3,15,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,49,8559,404,1743
185,4,5,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,49,7657,207,1182
185,5,18,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,48,6925,142,992
186,1,1,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,55,11314,0,0
186,2,11,True,57,1,0,0,0,0,0,4,0,0.00,0.06,0.06,0.02,4,55,12149,489,1578
186,3,15,False,70,2,0,0,0,1,0,4,0,0.00,0.00,0.00,1.17,5,54,10318,228,2088
186,4,5,True,59,1,0,0,0,2,0,5,0,0.49,0.01,0.50,1.37,4,54,9746,222,1002
186,5,18,False,45,1,0,0,0,0,0,6,0,0.02,0.05,0.07,0.60,2,54,8948,100,936
188,1,1,False,28,1,0,0,0,0,0,8,0,0.00,0.11,0.11,0.32,1,55,15509,0,0
188,2,11,True,19,1,0,0,0,1,0,2,0,0.00,0.01,0.01,0.69,2,55,16221,549,1824
188,3,15,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,54,13303,100,2972
188,4,5,True,6,1,0,0,0,1,0,3,0,0.00,0.00,0.00,0.21,0,54,11943,52,1594
188,5,18,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,54,10920,52,1142
190,1,1,False,81,2,0,0,0,3,0,11,0,0.04,0.02,0.06,1.76,8,55,12321,0,0
190,2,11,True,58,1,0,0,0,0,0,7,0,0.05,0.13,0.18,0.02,6,55,16325,2762,1451
190,3,15,False,27,1,0,0,0,0,0,9,0,0.10,0.03,0.13,0.95,1,55,12425,128,3752
190,4,5,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,54,11417,187,1577
190,5,18,False,45,1,0,0,0,0,0,5,0,0.04,0.00,0.04,0.50,3,54,10419,39,1097
194,1,1,False,69,2,0,0,0,3,0,9,0,0.00,0.02,0.02,1.60,6,50,66198,0,0
194,2,11,True,32,1,0,0,0,1,0,5,0,0.00,0.00,0.00,0.69,2,50,83366,14594,7888
194,3,15,False,19,1,0,0,0,0,0,6,0,0.00,0.00,0.00,0.95,3,50,84492,16389,17499
194,4,5,True,17,1,0,0,0,2,0,7,0,0.21,0.03,0.24,0.64,0,50,84195,11154,12674
194,5,18,False,90,4,0,0,1,0,0,16,0,0.13,0.01,0.13,1.10,16,50,81447,8488,12964
195,1,1,False,69,2,0,0,0,3,0,7,0,0.00,0.01,0.01,1.60,3,50,78607,0,0
195,2,11,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,100916,19936,9603
195,3,15,False,19,1,0,0,0,0,0,3,0,0.30,0.00,0.30,0.95,0,50,88094,10057,22001
195,4,5,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,81354,5606,14189
195,5,18,False,16,1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.24,0,50,72122,2905,13425
492,1,1,False,20,1,0,0,0,0,0,4,0,0.00,0.00,0.00,0.29,1,55,76129,0,0
492,2,11,True,90,2,0,0,0,1,0,6,0,0.93,0.03,0.96,0.72,3,55,83094,8654,9293
492,3,15,False,70,2,0,0,0,1,0,6,0,0.31,0.00,0.31,1.17,5,55,69494,4842,18156
492,4,5,True,52,-2,0,0,0,5,0,-5,0,0.06,0.01,0.07,1.37,2,55,69089,7191,10299
492,5,18,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,55,46922,586,22047
575,1,1,False,61,1,0,0,0,3,0,2,1,0.00,0.00,0.00,1.56,3,50,23536,0,0
575,2,11,True,70,3,0,0,1,0,0,17,0,0.03,0.13,0.16,0.02,7,50,23711,997,2575
575,3,15,False,27,1,0,0,0,0,0,4,0,0.00,0.00,0.00,0.95,6,50,20321,778,4216
575,4,5,True,17,1,0,0,0,2,0,3,0,0.00,0.01,0.01,0.64,0,49,18325,641,3130
575,5,18,False,90,3,0,0,1,0,0,10,0,0.00,0.01,0.01,1.08,5,49,15964,236,2746
584,1,1,False,8,1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.13,1,55,12932,0,0
584,2,11,True,19,1,0,0,0,1,0,2,0,0.00,0.02,0.02,0.69,0,55,13996,386,1428
584,3,15,False,5,1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,2,55,11896,153,2279
584,4,5,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,54,10937,147,1289
584,5,18,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,54,10051,64,1011
599,1,1,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,7348,0,0
599,2,11,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,9736,1724,1394
599,3,15,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,10406,2227,2361
599,4,5,True,30,1,0,0,0,3,0,3,0,0.00,0.00,0.00,1.43,1,50,10369,1323,1604
599,5,18,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,10975,1653,1480
656,4,5,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,40,7468,2811,267
656,5,18,False,90,6,0,0,1,0,0,27,0,0.00,0.01,0.01,1.10,8,40,10713,5501,1534
42,1,9,False,27,1,0,0,0,0,0,3,0,0.03,0.02,0.05,0.14,1,55,3238,0,0
42,2,15,True,27,1,0,0,0,1,0,3,0,0.00,0.01,0.01,0.20,1,55,4594,483,623
42,3,10,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,55,4367,556,978
42,4,12,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,55,4659,935,968
42,5,13,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,54,4188,319,802
153,1,10,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,5243,0,0
153,2,15,True,16,1,0,0,0,1,0,-2,0,0.00,0.00,0.00,0.20,1,45,6037,525,848
153,3,10,False,90,3,0,0,0,2,0,14,0,0.00,0.04,0.04,3.14,13,45,7480,1511,1008
153,4,12,True,33,-3,0,0,0,3,0,-18,0,0.00,0.00,0.00,0.38,6,45,14882,7208,2487
153,5,13,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,7522,157,5238
198,1,9,False,90,2,0,0,0,2,0,14,0,0.00,0.00,0.00,1.12,0,50,171144,0,0
198,2,15,True,90,1,0,0,0,4,0,4,0,0.00,0.00,0.00,2.21,0,50,182716,5904,13774
198,3,10,False,90,2,0,0,0,2,0,19,0,0.00,0.00,0.00,3.14,0,50,188350,15007,18335
198,4,12,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,234983,34005,16877
198,5,13,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,148996,210,59922
199,1,9,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,10987,0,0
199,2,15,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,11403,468,1376
199,3,10,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,11282,648,1294
199,4,12,True,90,2,0,0,0,3,0,3,0,0.00,0.00,0.00,1.68,0,45,11338,563,952
199,5,13,False,90,6,0,0,1,0,0,26,0,0.00,0.00,0.00,1.31,0,45,12323,1413,795
202,1,9,False,90,3,0,0,0,2,0,13,0,0.00,0.00,0.00,1.12,16,50,66477,0,0
202,2,15,True,90,0,0,0,0,4,0,-4,0,0.04,0.00,0.04,2.21,6,50,71981,4208,6454
202,3,10,False,90,1,0,0,0,2,0,8,0,0.04,0.00,0.04,3.14,9,50,68124,5745,11171
202,4,12,True,90,2,0,0,0,3,0,2,1,0.00,0.06,0.06,1.68,13,50,74063,9105,8608
202,5,13,False,90,8,0,0,1,0,0,29,0,0.00,0.01,0.01,1.31,10,50,63648,1854,9498
203,1,9,False,90,1,0,0,0,2,0,9,0,0.05,0.01,0.06,1.12,8,50,30748,0,0
203,2,15,True,90,0,0,0,0,4,0,-1,0,0.00,0.00,0.00,2.21,7,50,29914,821,4021
203,3,10,False,90,1,0,0,0,2,0,4,0,0.00,0.00,0.00,3.14,9,49,25628,1708,5765
203,4,12,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,49,25690,2554,4148
203,5,13,False,90,8,0,0,1,0,0,26,0,0.00,0.12,0.12,1.31,10,49,20646,259,4716
204,1,9,False,90,1,0,0,0,2,0,9,0,0.00,0.01,0.01,1.12,5,45,580791,0,0
204,2,15,True,90,0,0,0,0,4,0,-8,0,0.11,0.16,0.27,2.21,5,45,548942,5965,50339
204,3,10,False,73,15,2,0,0,2,2,31,0,0.66,0.01,0.67,2.57,6,45,476563,9051,77583
204,4,12,True,76,1,0,0,0,2,0,6,0,0.00,0.06,0.06,1.13,1,45,768978,259738,46760
204,5,13,False,90,7,0,0,1,0,1,30,0,0.00,0.02,0.02,1.31,8,45,647215,21781,73720
206,1,9,False,72,1,0,0,0,2,0,7,0,0.00,0.01,0.01,0.98,7,45,6521,0,0
206,2,15,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,4410,320,2843
206,3,10,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,44,3064,193,1616
206,4,12,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,44,2510,58,709
206,5,13,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,44,2215,53,383
207,1,9,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,7928,0,0
207,2,15,True,15,1,0,0,0,1,0,1,0,0.00,0.00,0.00,0.20,1,45,7384,199,1280
207,3,10,False,1,1,0,0,0,0,0,4,0,0.00,0.00,0.00,0.13,1,44,7148,770,1311
207,4,12,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,44,7027,691,1007
207,5,13,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,44,6288,250,958
208,1,9,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,65,424225,0,0
208,2,15,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,64,227391,2102,206578
208,3,10,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,63,109790,330,118429
208,4,12,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,63,77747,179,37056
208,5,13,False,8,1,0,0,0,0,0,3,0,0.00,0.01,0.01,0.06,0,62,67923,1443,12388
210,1,9,False,90,4,0,0,0,2,0,20,0,0.00,0.24,0.24,1.12,14,55,75177,0,0
