id,round,opponent_team,was_home,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,yellow_cards,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,defensive_contribution,value,selected,transfers_in,transfers_out
72,2,9,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,8171,365,833
72,3,17,False,1,1,0,0,0,0,0,3,0,0.02,0.00,0.02,0.05,2,50,7170,384,1549
72,4,4,True,8,1,0,0,0,0,0,6,0,0.10,0.03,0.13,0.11,4,49,6799,413,1025
72,5,14,True,2,1,0,0,0,0,0,3,0,0.00,0.02,0.02,0.25,0,49,6412,338,853
73,1,15,False,15,1,0,0,0,2,0,4,0,0.00,0.00,0.00,0.31,3,50,19512,0,0
73,2,9,True,21,1,0,0,0,1,0,4,0,0.00,0.00,0.00,0.16,3,50,22708,3032,2855
73,3,17,False,75,4,0,0,0,1,0,15,0,0.00,0.01,0.01,0.48,12,50,26019,5588,4691
73,4,4,True,81,2,0,0,0,2,0,16,0,0.03,0.02,0.05,0.39,10,50,29708,5594,3579
73,5,14,True,87,4,0,0,0,1,0,13,0,0.00,0.04,0.04,1.40,13,50,29052,2995,3866
74,1,15,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,4610,0,0
74,2,9,True,9,1,0,0,0,1,0,3,0,0.00,0.01,0.01,0.16,0,50,5133,602,695
74,3,17,False,14,1,0,0,0,1,0,2,0,0.00,0.00,0.00,0.23,0,50,5938,1296,1004
74,4,4,True,7,0,0,0,0,0,0,-1,1,0.00,0.00,0.00,0.11,3,50,6000,781,862
74,5,14,True,15,1,0,0,0,0,0,4,0,0.00,0.06,0.06,0.25,2,50,5709,503,897
75,1,15,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,1007,0,0
75,2,9,True,3,1,0,0,0,1,0,5,0,0.00,0.00,0.00,0.13,2,50,1962,560,196
75,3,17,False,1,1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0,50,2833,1038,516
75,4,4,True,24,1,0,0,0,0,0,7,0,0.00,0.12,0.12,0.11,7,50,3640,1116,574
75,5,14,True,74,2,0,0,0,1,0,0,0,0.50,0.01,0.51,1.40,5,50,3511,541,659
76,1,15,False,15,1,0,0,0,2,0,5,0,0.00,0.00,0.00,0.31,2,50,1238,0,0
76,2,9,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,1576,100,146
76,3,17,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,1563,123,231
76,4,4,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,1498,72,210
76,5,14,True,2,1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.25,0,49,1445,62,142
79,1,15,False,74,4,0,1,1,0,0,17,1,0.00,0.21,0.21,1.94,8,60,200122,0,0
79,2,9,True,80,5,0,1,1,0,0,11,0,0.58,0.04,0.62,1.67,3,60,300527,72625,19026
79,3,17,False,90,2,0,0,0,2,0,4,0,0.13,0.01,0.14,0.71,7,60,336364,69571,43452
79,4,4,True,90,5,0,1,0,2,0,22,0,0.00,0.25,0.25,0.48,4,60,349369,48861,45367
79,5,14,True,90,2,0,0,0,1,0,12,0,0.16,0.01,0.17,1.65,5,60,350510,44404,46982
81,1,15,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,60,9051,0,0
81,2,9,True,9,1,0,0,0,1,0,4,0,0.00,0.00,0.00,0.16,1,60,11569,1000,1182
81,3,17,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,60,12281,1521,1919
81,4,4,True,1,1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.02,0,60,12593,1247,1656
81,5,14,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,60,12687,939,1374
566,1,15,False,90,2,0,0,0,2,0,5,1,0.00,0.00,0.00,2.25,13,50,23702,0,0
566,2,9,True,90,4,0,0,0,1,0,11,0,0.25,0.03,0.28,1.84,10,50,36812,7365,2190
566,3,17,False,90,1,0,0,0,2,0,8,0,0.02,0.01,0.03,0.71,8,50,43269,9722,6674
566,4,4,True,90,3,0,0,0,2,0,-2,0,0.58,0.23,0.81,0.50,10,50,44292,5703,6002
566,5,14,True,90,3,0,0,0,1,0,8,1,0.00,0.02,0.02,1.65,15,50,40509,2672,6575
608,1,15,False,15,1,0,0,0,2,0,6,0,0.10,0.00,0.10,0.31,1,50,0,0,0
608,2,9,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,4738,2477,421
608,3,17,False,1,1,0,0,0,0,0,4,0,0.00,0.00,0.00,0.05,0,50,9237,4510,1998
608,4,4,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,11375,3390,1888
608,5,14,True,15,1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.25,0,50,11675,1986,2048
82,1,19,True,90,7,0,0,1,0,0,34,0,0.00,0.01,0.01,0.57,0,50,513912,0,0
82,2,13,False,90,2,0,0,0,1,0,7,0,0.00,0.00,0.00,1.46,0,50,649790,74434,19924
82,3,20,True,90,2,0,0,0,1,0,10,0,0.00,0.00,0.00,1.71,0,50,832099,113703,58945
82,4,3,False,90,3,0,0,0,2,0,19,0,0.00,0.00,0.00,1.75,0,50,702931,34374,58347
82,5,6,True,90,6,0,0,1,0,0,27,0,0.00,0.00,0.00,0.83,0,50,649762,9126,63050
84,1,19,True,90,6,0,0,1,0,0,21,0,0.34,0.04,0.38,0.57,3,55,156847,0,0
84,2,13,False,90,3,0,0,0,1,0,14,1,0.17,0.01,0.18,1.46,13,55,207535,25089,9373
84,3,20,True,16,1,0,0,0,0,0,4,0,0.00,0.00,0.00,0.10,1,55,271484,32175,20584
84,4,3,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,55,146784,1251,78007
84,5,6,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,54,111916,104,39392
86,1,19,True,90,10,1,0,1,0,2,37,0,0.77,0.12,0.89,0.57,10,55,38558,0,0
86,2,13,False,87,6,0,1,0,1,1,29,0,0.02,0.13,0.15,1.46,11,55,116486,52542,6716
86,3,20,True,90,2,0,0,0,1,0,4,0,0.24,0.40,0.64,1.71,6,55,235201,101209,26327
86,4,3,False,59,1,0,0,0,2,0,0,0,0.03,0.13,0.16,1.25,2,55,223550,26643,32836
86,5,6,True,80,3,0,0,1,0,0,15,0,0.15,0.01,0.16,0.70,9,55,187862,6251,42502
87,1,19,True,90,8,0,0,1,0,0,29,0,0.11,0.02,0.13,0.57,10,45,318142,0,0
87,2,13,False,90,3,0,0,0,1,0,7,1,0.00,0.01,0.01,1.46,17,45,412431,69978,13902
87,3,20,True,90,2,0,0,0,1,0,8,0,0.00,0.00,0.00,1.71,5,45,610187,174453,61930
87,4,3,False,90,1,0,0,0,2,0,0,0,0.02,0.00,0.02,1.75,9,45,479881,52109,103890
87,5,6,True,90,7,0,0,1,0,1,29,0,0.00,0.05,0.05,0.83,9,45,417707,8947,73970
88,1,19,True,75,13,1,0,1,0,1,36,0,0.50,0.00,0.50,0.47,4,45,282611,0,0
88,2,13,False,87,2,0,0,0,1,0,9,0,0.02,0.21,0.23,1.46,4,46,778776,310803,21160
88,3,20,True,45,1,0,0,0,0,0,2,0,0.03,0.00,0.03,0.35,5,46,1044649,201513,79610
88,4,3,False,19,1,0,0,0,0,0,5,0,0.00,0.15,0.15,0.41,1,46,934432,52146,110853
88,5,6,True,68,6,0,0,1,0,0,20,0,0.00,0.07,0.07,0.55,2,46,819720,18236,134611
89,1,19,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,22322,0,0
89,2,13,False,2,1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0,45,24226,544,2146
89,3,20,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,22909,561,2202
89,4,3,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,21461,309,2002
89,5,6,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,44,20442,410,1648
90,1,19,True,14,1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.10,0,45,5416,0,0
90,2,13,False,2,1,0,0,0,0,0,6,0,0.00,0.02,0.02,0.00,1,45,7643,623,540
90,3,20,True,45,1,0,0,0,1,0,0,0,0.00,0.00,0.00,1.36,5,45,7835,653,892
90,4,3,False,70,1,0,0,0,2,0,4,0,0.03,0.03,0.06,1.33,7,45,7602,309,711
90,5,6,True,21,1,0,0,0,0,0,5,0,0.00,0.01,0.01,0.28,4,45,7505,329,590
93,1,19,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,15125,0,0
93,2,13,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,16511,142,1206
93,3,20,True,73,4,0,0,0,1,0,11,0,0.10,0.01,0.11,1.61,10,45,15267,166,1472
93,4,3,False,90,3,0,0,0,2,0,5,0,0.00,0.01,0.01,1.75,12,45,15722,905,735
93,5,6,True,90,14,0,1,1,0,3,43,0,0.00,0.52,0.52,0.83,16,45,15098,349,1075
94,1,19,True,90,3,0,0,1,0,0,17,0,0.52,0.01,0.53,0.57,9,60,330810,0,0
94,2,13,False,87,10,1,0,0,1,3,34,0,0.25,0.02,0.27,1.46,9,60,344201,24998,25789
94,3,20,True,90,2,0,0,0,1,0,11,0,0.00,0.17,0.17,1.71,5,60,492340,140288,47506
94,4,3,False,90,15,2,0,0,2,3,49,0,0.21,0.10,0.31,1.75,4,60,374153,28990,88151
94,5,6,True,90,9,0,2,1,0,0,27,0,0.54,0.02,0.56,0.83,7,61,847173,425579,58558
95,1,19,True,66,3,0,0,1,0,0,6,0,0.05,0.29,0.34,0.47,6,65,105835,0,0
95,2,13,False,29,1,0,0,0,1,0,16,0,0.02,0.08,0.10,1.36,7,65,110686,7348,10952
95,3,20,True,45,1,0,0,0,0,0,6,0,0.00,0.01,0.01,0.35,11,65,85265,4607,29581
95,4,3,False,30,1,0,0,0,0,0,4,0,0.02,0.01,0.03,0.50,4,64,64766,1377,23398
95,5,6,True,9,1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.13,0,63,52273,1029,14648
96,1,19,True,14,1,0,0,0,0,0,6,0,0.00,0.11,0.11,0.10,4,55,52929,0,0
96,2,13,False,68,3,0,0,1,0,0,20,0,0.03,0.13,0.16,0.13,9,55,52568,2318,7544
96,3,20,True,85,8,0,1,0,1,3,30,0,0.00,0.21,0.21,1.63,4,55,49863,3933,7667
96,4,3,False,30,1,0,0,0,0,0,3,0,0.10,0.00,0.10,0.50,4,55,51791,5734,4927
96,5,6,True,86,3,0,0,1,0,0,15,0,0.04,0.28,0.32,0.70,10,54,45391,1526,7978
97,1,19,True,66,6,0,1,1,0,0,22,0,0.08,0.34,0.42,0.47,5,55,16245,0,0
97,2,13,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,55,22961,3858,1337
97,3,20,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,55,16413,569,6909
97,4,3,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,54,12497,42,4291
97,5,6,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,54,10766,16,1897
98,1,19,True,90,9,1,0,1,0,0,35,1,0.39,0.17,0.56,0.57,13,50,9018,0,0
98,2,13,False,90,1,0,0,0,1,0,11,1,0.00,0.14,0.14,1.46,10,50,49684,33759,4285
98,3,20,True,90,11,1,0,0,1,3,30,1,0.11,0.01,0.12,1.71,12,50,69448,29605,13590
98,4,3,False,90,4,0,0,0,2,0,20,0,0.00,0.08,0.08,1.75,20,50,266936,176461,37454
98,5,6,True,90,3,0,0,1,0,0,13,0,0.03,0.04,0.07,0.83,9,50,273119,47235,33762
100,1,19,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,1459,0,0
100,2,13,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,1624,155,246
100,3,20,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,2107,543,358
100,4,3,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,2209,335,332
100,5,6,True,3,6,1,0,0,0,0,23,0,0.43,0.00,0.43,0.13,0,50,2231,265,342
102,1,19,True,23,1,0,0,0,0,0,7,0,0.04,0.00,0.04,0.10,6,50,123741,0,0
102,2,13,False,21,1,0,0,0,1,0,4,0,0.00,0.01,0.01,1.32,0,50,112295,745,13179
102,3,20,True,45,0,0,0,0,1,0,1,1,0.03,0.02,0.05,1.36,5,49,93335,1076,19306
102,4,3,False,59,4,0,1,0,2,0,19,0,0.00,0.21,0.21,1.25,5,49,78222,706,16415
102,5,6,True,68,3,0,0,1,0,0,19,0,0.03,0.06,0.09,0.55,10,48,72210,1926,9450
105,1,19,True,23,1,0,0,0,0,0,9,0,0.03,0.35,0.38,0.10,8,60,14244,0,0
105,2,13,False,60,2,0,0,1,0,0,4,1,0.11,0.06,0.17,0.09,1,60,16949,1958,2391
105,3,20,True,45,1,0,0,0,1,0,3,0,0.05,0.01,0.06,1.36,4,60,16152,1644,3351
105,4,3,False,59,1,0,0,0,2,0,12,0,0.00,0.10,0.10,1.25,11,60,14724,761,2562
105,5,6,True,80,10,1,0,1,0,2,31,0,0.96,0.02,0.98,0.70,2,59,13639,635,2097
106,1,19,True,82,0,0,0,1,0,0,-3,0,1.00,0.08,1.08,0.50,5,80,1509299,0,0
106,2,13,False,90,2,0,0,0,1,0,2,0,0.80,0.01,0.81,1.46,4,80,1635017,91772,141167
106,3,20,True,90,2,0,0,0,1,0,9,0,0.50,0.01,0.51,1.71,6,80,1462107,72058,312788
106,4,3,False,90,1,0,0,0,2,0,3,1,0.11,0.03,0.14,1.75,1,79,1129976,24154,321022
106,5,6,True,90,5,1,0,1,0,0,26,1,0.72,0.03,0.75,0.83,3,78,958105,32439,221931
108,1,19,True,7,1,0,0,0,0,0,4,0,0.03,0.04,0.07,0.07,0,55,30450,0,0
108,2,13,False,2,1,0,0,0,0,0,3,0,0.04,0.00,0.04,0.00,1,55,37634,4351,4808
108,3,20,True,4,1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.08,1,55,38790,5560,7284
108,4,3,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,55,36748,2767,5931
108,5,6,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,55,33179,1671,6042
565,1,19,True,75,14,0,2,1,0,3,41,0,0.05,0.33,0.38,0.47,13,55,294770,0,0
565,2,13,False,90,4,0,0,0,1,0,16,0,0.21,0.03,0.24,1.46,14,56,902725,443762,23340
565,3,20,True,45,0,0,0,0,0,0,0,1,0.15,0.01,0.16,0.35,5,57,1631469,639468,130072
565,4,3,False,90,4,0,0,0,2,0,19,0,0.00,0.28,0.28,1.75,13,57,1351673,106889,314571
565,5,6,True,21,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.28,3,57,1186508,29169,213906
620,2,13,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,817,600,37
620,3,20,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,10083,9542,2982
620,4,3,False,30,1,0,0,0,0,0,4,0,0.00,0.01,0.01,0.50,1,45,10030,1940,1971
620,5,6,True,9,1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.13,1,45,9701,1079,1672
109,1,2,True,90,6,0,0,1,0,0,25,0,0.00,0.00,0.00,0.29,0,45,1987586,0,0
109,2,6,False,90,0,0,0,0,4,0,-1,0,0.00,0.00,0.00,2.93,0,45,2133814,84756,45480
109,3,13,True,90,3,0,0,0,1,0,17,0,0.00,0.20,0.20,2.49,0,45,2293721,270948,156898
109,4,7,False,90,8,0,0,1,0,0,39,0,0.00,0.00,0.00,1.33,0,45,2390519,248699,196972
109,5,1,True,90,6,0,0,1,0,0,27,0,0.00,0.00,0.00,1.63,0,45,2292499,89072,136504
113,1,2,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,265528,0,0
113,2,6,False,90,0,0,0,0,4,0,-4,0,0.02,0.01,0.03,2.93,0,45,221172,2580,51404
113,3,13,True,77,2,0,0,0,1,0,8,0,0.06,0.01,0.07,2.40,5,44,203285,12724,32633
113,4,7,False,90,6,0,0,1,0,0,24,0,0.00,0.09,0.09,1.33,2,44,186000,6832,25246
113,5,1,True,75,5,0,0,1,0,0,18,1,0.04,0.02,0.06,0.89,3,44,170937,4277,18260
114,1,2,True,90,6,0,0,1,0,0,29,0,0.00,0.04,0.04,0.29,6,45,19109,0,0
114,2,6,False,90,-1,0,0,0,4,0,-2,1,0.05,0.11,0.16,2.93,3,45,26909,4103,1559
114,3,13,True,90,2,0,0,0,1,0,17,0,0.00,0.33,0.33,2.49,4,45,31479,6293,3995
114,4,7,False,77,6,0,0,1,0,0,25,0,0.01,0.03,0.04,1.11,9,45,30469,2439,3024
114,5,1,True,90,6,0,0,1,0,0,24,0,0.01,0.02,0.03,1.63,7,45,28873,1382,2499
115,1,2,True,77,17,1,1,1,0,2,46,0,1.47,0.21,1.68,0.29,4,45,151636,0,0
115,2,6,False,90,0,0,0,0,4,0,-2,0,0.03,0.05,0.08,2.93,2,46,847829,494998,21158
115,3,13,True,76,4,0,1,0,1,0,17,1,0.00,0.14,0.14,2.40,2,47,1978466,871841,109810
115,4,7,False,90,11,0,1,1,0,2,41,0,0.03,0.04,0.07,1.33,1,48,2489501,640942,131068
115,5,1,True,90,6,0,0,1,0,1,30,1,0.02,0.23,0.25,1.63,7,49,2649636,410558,122995
116,1,2,True,90,6,0,0,1,0,0,24,0,0.00,0.04,0.04,0.29,2,45,88762,0,0
116,2,6,False,90,-1,0,0,0,4,0,-4,1,0.00,0.01,0.01,2.93,3,45,118436,13343,5310
116,3,13,True,90,5,0,0,0,1,1,20,0,0.00,0.01,0.01,2.49,12,45,133493,20326,13758
116,4,7,False,90,12,1,0,1,0,0,39,0,0.03,0.03,0.06,1.33,6,45,148520,19779,10375
116,5,1,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,45,165566,28113,11621
119,1,2,True,26,1,0,0,0,0,0,7,0,0.12,0.00,0.12,0.10,4,45,2148,0,0
119,2,6,False,10,0,0,0,0,0,0,-1,1,0.00,0.00,0.00,0.04,0,45,3512,285,226
119,3,13,True,12,1,0,0,0,0,0,7,0,0.00,0.16,0.16,0.10,1,45,3762,400,472
119,4,7,False,6,1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.04,1,45,3722,204,321
119,5,1,True,14,1,0,0,0,0,0,2,0,0.00,0.14,0.14,0.74,1,45,3724,216,306
120,1,2,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,3997,0,0
120,2,6,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,5185,768,684
120,3,13,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,5613,863,987
120,4,7,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,5997,898,894
120,5,1,True,4,1,0,0,0,0,0,5,0,0.00,0.00,0.00,0.14,1,50,5657,647,957
123,1,2,True,63,16,2,0,1,0,3,54,0,1.41,0.02,1.43,0.19,3,60,39219,0,0
123,2,6,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,60,230171,139828,38085
123,3,13,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,60,129183,6623,98695
123,4,7,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,60,91458,1042,45777
123,5,1,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,59,66553,128,26669
124,1,2,True,90,2,0,0,1,0,0,18,1,0.00,0.27,0.27,0.29,5,55,1308033,0,0
124,2,6,False,90,13,1,1,0,4,3,46,0,0.05,0.11,0.16,2.93,6,55,1268429,24179,105873
124,3,13,True,90,1,0,0,0,1,0,-1,1,0.79,0.04,0.83,2.49,4,55,1691790,448315,107204
124,4,7,False,90,17,1,2,1,0,3,56,0,0.82,0.19,1.01,1.33,6,56,1745184,283590,211348
124,5,1,True,90,14,1,1,1,0,3,47,0,0.11,0.25,0.36,1.63,5,57,2264407,604409,105358
125,1,2,True,90,5,0,1,1,0,0,22,0,0.08,0.44,0.52,0.29,7,55,78765,0,0
125,2,6,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,55,98683,23887,15007
125,3,13,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,55,74079,4546,26476
125,4,7,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,54,58474,1249,18661
125,5,1,True,14,1,0,0,0,0,0,2,0,0.09,0.01,0.10,0.74,2,54,49762,2315,12484
126,1,2,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,55,8249,0,0
126,2,6,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,55,10143,656,1352
126,3,13,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,55,10276,1040,1949
126,4,7,False,6,1,0,0,0,0,0,4,0,0.00,0.01,0.01,0.04,1,55,10605,901,1416
126,5,1,True,4,1,0,0,0,0,0,2,0,0.28,0.00,0.28,0.14,2,54,10353,577,1239
127,1,2,True,85,6,0,1,1,0,0,27,0,0.18,0.48,0.66,0.29,6,50,355972,0,0
127,2,6,False,90,5,0,1,0,4,0,15,0,0.38,0.17,0.55,2.93,5,50,380491,23952,16872
127,3,13,True,90,2,0,0,0,1,0,13,0,0.09,0.05,0.14,2.49,9,50,525464,177501,60112
127,4,7,False,83,3,0,0,1,0,0,6,0,0.14,0.06,0.20,1.30,3,50,522783,107677,102601
127,5,1,True,85,8,0,1,1,0,0,19,0,0.00,0.02,0.02,1.48,13,50,439801,13377,82046
129,1,2,True,63,2,0,0,1,0,0,8,1,0.11,0.03,0.14,0.19,4,55,61091,0,0
129,2,6,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,55,62632,3334,7611
129,3,13,True,90,2,0,0,0,1,0,18,0,0.17,0.04,0.21,2.49,3,54,42114,1443,21335
129,4,7,False,90,8,1,0,1,0,0,38,0,0.31,0.03,0.34,1.33,7,54,39911,2011,6217
129,5,1,True,90,3,0,0,1,0,0,7,0,0.11,0.08,0.19,1.63,7,54,39428,3453,4392
130,1,2,True,77,7,0,0,1,0,1,32,0,0.09,0.05,0.14,0.29,8,50,22925,0,0
130,2,6,False,79,0,0,0,0,4,0,6,0,0.03,0.08,0.11,2.89,7,50,43921,13428,3057
130,3,13,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,46414,12362,12835
130,4,7,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,26541,68,18581
130,5,1,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,49,20558,57,6959
135,1,2,True,12,1,0,0,0,0,0,3,0,0.00,0.03,0.03,0.00,0,50,6623,0,0
135,2,6,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,6909,373,879
135,3,13,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,6108,517,1579
135,4,7,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,49,5076,318,1453
135,5,1,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,49,3954,35,1196
138,1,2,True,26,1,0,0,0,0,0,-1,0,0.18,0.00,0.18,0.10,2,55,19339,0,0
138,2,6,False,79,5,0,1,0,4,0,17,0,0.17,0.02,0.19,2.89,6,55,22097,1384,2151
138,3,13,True,90,2,0,0,0,1,0,9,0,0.43,0.02,0.45,2.49,8,55,52785,29733,6118
138,4,7,False,83,10,1,1,1,0,1,40,0,0.39,0.01,0.40,1.30,7,55,59839,16416,9162
138,5,1,True,75,10,1,1,1,0,2,40,1,0.18,0.01,0.19,0.89,4,55,105077,57158,15079
328,1,2,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,19933,0,0
328,2,6,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,22519,1416,2554
328,3,13,True,1,1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0,50,21218,1548,3676
328,4,7,False,12,1,0,0,0,0,0,4,0,0.00,0.01,0.01,0.22,4,50,20832,1494,2501
328,5,1,True,85,5,0,0,1,0,0,24,1,0.16,0.00,0.16,1.48,6,49,18865,571,2520
504,1,2,True,90,6,0,0,1,0,0,19,0,0.13,0.03,0.16,0.29,4,50,221596,0,0
504,2,6,False,90,0,0,0,0,4,0,-2,0,0.03,0.02,0.05,2.93,8,50,250629,21186,12347
504,3,13,True,90,12,1,0,0,1,2,27,0,0.19,0.01,0.20,2.49,10,50,244648,22843,32578
504,4,7,False,77,6,0,0,1,0,0,27,0,0.11,0.01,0.12,1.11,9,50,369539,131383,44947
504,5,1,True,90,8,0,0,1,0,0,27,0,0.00,0.00,0.00,1.63,12,50,332297,27688,34940
594,1,2,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,60,20944,0,0
594,2,6,False,10,1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.04,0,60,25435,2519,4141
594,3,13,True,13,0,0,0,0,0,0,-7,1,0.42,0.00,0.42,0.10,0,60,25799,4444,5722
594,4,7,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,60,24399,2799,5214
594,5,1,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,60,21728,2100,5196
600,1,2,True,12,1,0,0,0,0,0,7,0,0.00,0.05,0.05,0.00,2,50,633,0,0
600,2,6,False,16,1,0,0,0,1,0,6,0,0.00,0.01,0.01,0.10,1,50,1521,218,143
600,3,13,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,1841,312,282
600,4,7,False,12,1,0,0,0,0,0,2,0,0.05,0.01,0.06,0.22,1,50,1793,153,301
600,5,1,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,1757,148,241
605,1,2,True,4,1,0,0,0,0,0,3,0,0.00,0.01,0.01,0.00,0,45,0,0,0
605,2,6,False,73,8,1,0,0,3,1,39,0,0.70,0.16,0.86,2.83,7,45,9806,4339,952
605,3,13,True,90,2,0,0,0,1,0,16,0,0.05,0.09,0.14,2.49,5,45,252653,208413,33633
605,4,7,False,64,8,1,0,1,0,0,29,0,0.67,0.01,0.68,1.11,6,45,374976,185444,60304
605,5,1,True,5,1,0,0,0,0,0,9,0,0.04,0.18,0.22,0.14,1,45,450411,130693,43065
639,3,13,True,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,55,345,261,42
639,4,7,False,25,4,0,1,0,0,0,10,0,0.24,0.01,0.25,0.22,4,55,812,513,195
639,5,1,True,84,8,1,0,1,0,0,27,0,0.28,0.11,0.39,1.48,9,55,1188,470,231
28,1,5,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,50,388040,0,0
28,2,5,True,90,2,0,0,0,3,0,18,0,0.00,0.01,0.01,1.41,0,50,419555,14876,8115
28,3,1,False,90,3,0,0,0,2,0,26,0,0.00,0.00,0.00,2.05,0,50,459337,68378,55263
28,4,11,True,90,2,0,0,0,2,0,10,0,0.00,0.00,0.00,1.38,0,50,564431,119022,50620
