id,web_name,team,pos,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,yellow_cards,red_cards,saves,defensive_contribution,expected_goals,expected_assists,expected_goals_conceded
446,Schär,NEW,DEF,24,1,0,0,0,1,0,1,0,0,0,7,0.00,0.01,1.08
447,Botman,NEW,DEF,90,4,0,0,0,1,0,12,0,0,0,18,0.05,0.00,1.59
448,Burn,NEW,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
449,Hall,NEW,DEF,90,13,1,0,0,1,3,38,0,0,0,10,0.19,0.11,1.59
450,Livramento,NEW,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
451,A.Murphy,NEW,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
452,Bruno G.,ARS,MID,59,1,0,0,0,3,0,12,0,0,0,6,0.00,0.01,0.61
453,Barnes,NEW,MID,90,9,0,2,0,1,1,34,0,0,0,9,0.11,0.11,1.59
454,Elanga,NEW,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
455,Tonali,TOT,MID,83,2,0,0,0,3,0,18,0,0,0,11,0.06,0.21,1.10
456,J.Ramsey,NEW,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
457,J.Murphy,NEW,MID,90,1,0,0,0,1,0,12,1,0,0,8,0.03,0.07,1.59
458,Joelinton,NEW,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
459,L.Miley,NEW,MID,90,4,0,0,0,1,0,19,0,0,0,16,0.00,0.04,1.59
460,Willock,NEW,MID,86,10,1,0,0,1,3,38,0,0,0,6,0.17,0.04,1.46
461,Touré,NEW,MID,16,1,0,0,0,0,0,2,0,0,0,2,0.00,0.00,0.60
462,Steur,NEW,MID,65,3,0,0,1,0,0,18,0,0,0,7,0.00,0.03,0.52
463,Woltemade,NEW,FWD,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
464,Wissa,NEW,FWD,90,0,0,0,0,1,0,0,0,0,0,5,0.84,0.01,1.59
465,Osula,NEW,FWD,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
466,Neave,NEW,FWD,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
467,Sels,NFO,GK,90,2,0,0,0,1,0,10,0,0,2,0,0.00,0.00,0.67
468,John,NFO,GK,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
469,N.Williams,NFO,DEF,90,2,0,0,0,1,0,19,0,0,0,2,0.09,0.21,0.67
470,Morato,NFO,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
471,Milenković,NFO,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
472,Murillo,NFO,DEF,90,4,0,0,0,1,0,16,0,0,0,11,0.07,0.08,0.67
473,Aina,NFO,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
474,Jair Cunha,NFO,DEF,90,1,0,0,0,1,0,5,1,0,0,8,0.02,0.01,0.67
475,Savona,NFO,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
476,O.Richards,NFO,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
477,Abbott,NFO,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
478,Netz,NFO,DEF,7,1,0,0,0,0,0,5,0,0,0,0,0.00,0.02,0.00
479,Bindon,NFO,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
480,Gibbs-White,NFO,MID,90,2,0,0,0,1,0,25,0,0,0,2,0.00,0.40,0.67
481,Anderson,MCI,MID,90,2,0,0,0,3,0,15,0,0,0,9,0.02,0.02,3.57
482,Hudson-Odoi,NFO,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
483,Ndoye,NFO,MID,58,1,0,0,0,1,0,3,0,0,0,1,0.20,0.05,0.63
484,Hutchinson,NFO,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
485,Bakwa,NFO,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
486,McAtee,NFO,MID,82,2,0,0,0,1,0,17,0,0,0,4,0.21,0.04,0.67
487,Dominguez,NFO,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
488,I.Sangaré,NFO,MID,7,1,0,0,0,0,0,3,0,0,0,0,0.00,0.00,0.00
489,Yates,NFO,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
490,Wood,NFO,FWD,17,1,0,0,0,0,0,4,0,0,0,0,0.00,0.00,0.04
491,Igor Jesus,NFO,FWD,31,1,0,0,0,0,0,4,0,0,0,3,0.16,0.01,0.04
492,Awoniyi,COV,FWD,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
493,Kalimuendo,NFO,FWD,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
494,Vicario,TOT,GK,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
495,Austin,TOT,GK,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
496,Kinsky,TOT,GK,90,2,0,0,0,3,0,5,0,0,3,0,0.00,0.00,1.16
497,Dubravka,TOT,GK,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
498,Senesi,TOT,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
499,Pedro Porro,TOT,DEF,18,1,0,0,0,0,0,4,0,0,0,1,0.01,0.00,0.04
500,Romero,TOT,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
501,Danso,SUN,DEF,90,0,0,0,0,5,0,-8,0,0,0,8,0.07,0.01,2.82
502,Robertson,TOT,DEF,90,4,0,1,0,3,0,15,0,0,0,3,0.00,0.26,1.16
503,Van de Ven,TOT,DEF,90,1,0,0,0,3,0,7,0,0,0,6,0.02,0.01,1.16
504,Vuskovic,BHA,DEF,90,8,0,0,1,0,0,27,0,0,0,12,0.00,0.00,1.63
505,Spence,TOT,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
506,Udogie,TOT,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
507,Phillips,TOT,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
508,Davies,TOT,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
509,Byfield,TOT,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
510,Rowswell,TOT,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
511,Souza,TOT,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
512,Kudus,TOT,MID,45,4,0,1,0,2,0,24,0,0,0,7,0.07,0.20,0.35
513,Xavi,TOT,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
514,Tel,TOT,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
515,Maddison,TOT,MID,24,1,0,0,0,2,0,9,0,0,0,6,0.06,0.02,0.15
516,Bentancur,TOT,MID,83,4,0,0,0,3,0,15,0,0,0,17,0.00,0.04,1.10
517,Odobert,TOT,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
518,P.M.Sarr,TOT,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
519,Gallagher,TOT,MID,6,6,1,0,0,0,0,24,0,0,0,4,0.35,0.00,0.07
520,Bergvall,TOT,MID,6,1,0,0,0,0,0,3,0,0,0,1,0.00,0.01,0.07
521,Kulusevski,TOT,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
522,Gray,TOT,MID,71,2,0,0,0,3,0,14,0,0,0,5,0.14,0.01,1.12
523,Moore,TOT,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
524,Olusesi,TOT,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
525,Fernandes,TOT,MID,45,1,0,0,0,1,0,2,0,0,0,7,0.07,0.02,0.82
526,Solanke,TOT,FWD,65,2,0,0,0,1,0,9,0,0,0,6,0.12,0.00,1.01
527,Richarlison,TOT,FWD,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
528,Scarlett,TOT,FWD,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
529,Roefs,SUN,GK,90,0,0,0,0,5,0,-8,0,0,1,0,0.00,0.01,2.82
530,Patterson,SUN,GK,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
531,Ellborg,SUN,GK,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
532,Ballard,SUN,DEF,90,2,0,0,0,5,0,-12,0,0,0,14,0.14,0.00,2.82
533,Mukiele,SUN,DEF,90,0,0,0,0,5,0,5,0,0,0,9,0.05,0.23,2.82
534,Hume,SUN,DEF,11,1,0,0,0,1,0,-2,0,0,0,1,0.10,0.01,1.48
535,Alderete,SUN,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
536,Reinildo,SUN,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
537,Seelt,SUN,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
538,Hjelde,SUN,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
539,O'Nien,SUN,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
540,Masuaku,SUN,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
541,Meunier,SUN,DEF,78,3,0,1,0,4,0,5,0,0,0,4,0.00,0.45,1.34
542,E.Le Fée,SUN,MID,90,5,0,1,0,5,0,33,0,0,0,3,0.00,0.52,2.82
543,Diarra,SUN,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
544,Xhaka,SUN,MID,90,2,0,0,0,5,0,25,0,0,0,8,0.00,0.38,2.82
545,Sadiki,SUN,MID,67,2,0,0,0,4,0,9,0,0,0,3,0.04,0.01,1.02
546,Adingra,SUN,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
547,Mundle,SUN,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
548,Rigg,SUN,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
549,Talbi,SUN,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
550,Jocelin.T,SUN,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
551,N.Angulo,SUN,MID,59,4,0,1,0,4,0,13,0,0,0,4,0.45,0.01,0.75
552,Brobbey,SUN,FWD,90,17,3,0,0,5,3,92,0,0,0,0,2.35,0.04,2.82
553,Isidor,SUN,FWD,22,1,0,0,0,1,0,3,0,0,0,2,0.00,0.00,1.79
554,Van Oevelen,IPS,GK,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
555,Matthews,CRY,GK,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
556,Targett,HUL,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
557,Tzolis,ARS,MID,72,2,0,0,0,3,0,9,0,0,0,3,0.00,0.07,0.77
558,Schlager,NFO,MID,90,2,0,0,0,1,0,16,0,0,0,7,0.05,0.10,0.67
559,Bamba,NEW,MID,3,1,0,0,0,0,0,3,0,0,0,4,0.00,0.00,0.14
560,Penders,CHE,GK,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
561,Anselmino,CHE,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
562,Maeda,IPS,MID,16,1,0,0,0,0,0,5,0,0,0,1,0.00,0.01,0.48
563,Morita,HUL,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
564,Scherpen,IPS,GK,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
565,M.Sangaré,BRE,MID,21,0,0,0,0,0,0,0,1,0,0,3,0.00,0.00,0.28
566,Silva,BOU,DEF,90,3,0,0,0,1,0,8,1,0,0,15,0.00,0.02,1.65
567,Horníček,NEW,GK,90,3,0,0,0,1,0,14,0,0,3,0,0.00,0.00,1.59
568,Barco,CHE,MID,86,2,0,0,0,2,0,21,0,0,0,9,0.03,0.02,2.22
569,Gonzalo,FUL,FWD,79,2,0,0,1,0,0,3,0,0,0,2,0.69,0.33,1.25
570,Palacios,FUL,MID,19,1,0,0,0,1,0,5,0,0,0,4,0.00,0.00,0.49
571,Florentino,IPS,MID,17,1,0,0,0,0,0,1,0,0,0,0,0.00,0.00,0.48
572,Tzolakis,HUL,GK,90,6,0,0,0,2,0,16,1,0,3,0,0.00,0.00,1.44
573,Sanchez,BOU,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
574,Hjertø-Dahl,HUL,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
575,Yirenkyi,COV,MID,90,3,0,0,1,0,0,10,0,0,0,5,0.00,0.01,1.08
576,Stroud,HUL,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
577,Tomiyasu,CRY,DEF,45,1,0,0,0,0,0,4,0,0,0,3,0.00,0.01,0.54
578,Mudryk,TOT,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
579,Araujo,LIV,DEF,90,7,0,0,1,0,1,28,0,0,0,5,0.00,0.01,0.79
580,Charles,FUL,MID,90,4,0,0,0,1,0,16,0,0,0,13,0.00,0.02,1.60
581,Diomande,NFO,DEF,72,2,0,0,0,1,0,4,0,0,0,5,0.05,0.01,0.63
582,Madjo,AVL,FWD,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
583,Chavarria,CHE,DEF,90,1,0,0,0,3,0,7,0,0,0,9,0.04,0.04,2.65
584,Hamer,COV,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
585,Herrington,HUL,DEF,90,1,0,0,0,2,0,11,0,0,0,8,0.02,0.03,1.44
586,Mendy,HUL,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
587,Rulli,MCI,GK,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
588,Khalaili,CRY,DEF,90,6,0,0,1,0,0,23,0,0,0,6,0.00,0.02,1.31
589,Gourna-Douath,HUL,MID,12,1,0,0,0,0,0,5,0,0,0,1,0.03,0.01,0.13
590,Benda,NFO,GK,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
591,Enciso,IPS,MID,73,2,0,0,0,1,0,11,0,0,0,5,0.34,0.05,1.76
592,Ouattara,IPS,DEF,90,2,0,0,0,1,0,17,0,0,0,8,0.02,0.01,2.24
593,Dedić,NEW,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
594,David,BHA,FWD,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
595,Gozo,CRY,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
596,Ruggeri,AVL,DEF,90,3,0,0,0,2,0,11,0,0,0,13,0.03,0.01,1.56
597,Suzuki,AVL,GK,90,2,0,0,0,2,0,17,0,0,5,0,0.00,0.00,1.56
598,Elvedi,LEE,DEF,90,6,0,0,1,0,0,27,0,0,0,4,0.07,0.01,1.06
599,Cherif,COV,FWD,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
600,Osman,BHA,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
601,Williams-Barnett,TOT,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
602,Humphreys,IPS,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
603,Lienou,LEE,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
604,Cresswell,LEE,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
605,Yalcouyé,BHA,MID,5,1,0,0,0,0,0,9,0,0,0,1,0.04,0.18,0.14
606,Rowe,AVL,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
607,Lynch,AVL,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
608,Jebbison,BOU,FWD,15,1,0,0,0,0,0,3,0,0,0,0,0.00,0.00,0.25
609,Shahar,NEW,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
610,De Fougerolles,FUL,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
611,Wan-Bissaka,AVL,DEF,45,1,0,0,0,0,0,6,0,0,0,6,0.00,0.01,0.64
612,Methalie,SUN,DEF,90,-1,0,0,0,5,0,-8,1,0,0,3,0.03,0.01,2.82
613,Ahoka,SUN,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
614,Hadjam,BHA,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
615,Di Gregorio,BOU,GK,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
616,Bouaddi,MCI,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
617,Cho,HUL,MID,27,6,1,0,0,0,0,25,0,0,0,0,0.27,0.20,0.16
618,Goretzka,AVL,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
619,Palacios,IPS,MID,80,2,0,0,0,1,0,15,0,0,0,6,0.00,0.02,2.07
620,Diouf,BRE,DEF,9,1,0,0,0,0,0,3,0,0,0,1,0.00,0.00,0.13
621,McAidoo,MCI,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
622,Braithwaite,MCI,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
623,Bentley,COV,GK,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
624,Cozier-Duberry,BHA,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
625,Cairns,LEE,GK,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
626,Zepa,FUL,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
627,Barcola,LIV,MID,71,3,0,0,1,0,0,8,0,0,0,3,0.05,0.03,0.66
628,Allan,MCI,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
629,Zetterer,LEE,GK,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
630,Harwood-Bellis,AVL,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
631,Mbaye,AVL,MID,6,1,0,0,0,2,0,2,0,0,0,0,0.00,0.00,0.78
632,Ansah,HUL,FWD,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
633,Ahanor,CRY,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
634,Fernandez-Pardo,NEW,FWD,73,2,0,0,0,1,0,7,0,0,0,2,0.05,0.00,0.99
635,Larsson,FUL,MID,13,1,0,0,0,1,0,3,0,0,0,4,0.00,0.00,0.42
636,Ángel,FUL,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
637,Vaz,HUL,FWD,12,1,0,0,0,0,0,5,0,0,0,1,0.00,0.01,0.13
638,Norton-Cuffy,HUL,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
639,Andrés,BHA,MID,84,8,1,0,1,0,0,27,0,0,0,9,0.28,0.11,1.48
640,Flemming,IPS,FWD,9,0,0,0,0,0,0,-2,1,0,0,3,0.10,0.00,0.16
641,Bard,LEE,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
642,Thomas,HUL,MID,62,2,0,0,0,2,0,2,0,0,0,3,0.19,0.04,1.28
643,Chilwell,CRY,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
644,Timber,CRY,MID,90,3,0,0,1,0,0,13,0,0,0,5,0.12,0.03,1.31
645,Mouzakitis,HUL,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
646,Fofana,SUN,MID,30,1,0,0,0,1,0,6,0,0,0,3,0.39,0.01,2.07
647,Osorio,CRY,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
648,Bahoya,LEE,MID,1,1,0,0,0,0,0,5,0,0,0,0,0.00,0.00,0.00
649,Maitland-Niles,EVE,DEF,90,8,0,0,1,0,2,39,0,0,0,8,0.00,0.11,1.28
650,Affengruber,FUL,DEF,90,4,0,0,0,1,0,17,0,0,0,11,0.00,0.02,1.60
651,J.Angulo,SUN,FWD,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
652,Azeez,BHA,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
653,Samba,MCI,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
654,Graham,EVE,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
655,Gboho,COV,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
656,Mfuni,COV,DEF,90,6,0,0,1,0,0,27,0,0,0,8,0.00,0.01,1.10
657,Nunes,BRE,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
658,Ibrahim,BHA,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
659,Miley,NEW,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
660,Fredrick,BRE,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
661,Balcombe,BRE,GK,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
662,Nicoll-Jazuli,CHE,MID,3,1,0,0,0,1,0,5,0,0,0,2,0.00,0.00,0.43
663,Pivas,NEW,DEF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
664,Salia,NEW,FWD,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
665,Mills,NEW,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
666,Thompson,NEW,MID,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
667,Wright,AVL,GK,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00
